Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	StopIter	Time
748	734.3158	393.1017	994.0	-41.0	256.5263	137.31226	6.678345	137.88574	35.22222	3745000	1.1920929e-08	55734.4	0.004182513	-638.0469	0.11332601	0.051053472	0.1648	2.0	2029.4637439250946
749	745.63635	421.11105	997.0	-469.0	226.40909	125.16696	8.758988	126.41619	13.686206	3750000	-3.6754608e-07	66460.17	-0.00032723742	-711.53906	0.14555462	0.026299722	0.0552	4.0	2031.9138360023499
750	865.1622	288.94135	999.0	-269.0	125.16216	115.569435	5.5484204	115.93036	12.893408	3755000	-1.3561248e-07	116487.68	0.0015734633	-3606.0	0.12955762	0.030046256	0.0438	6.0	2035.8132038116455
751	736.0952	431.28058	999.0	-356.0	236.71428	135.60387	0.0	135.60387	135.60387	3760000	-1.82724e-07	61208.72	-0.003120035	-115.46484	0.21096514	0.024252173	0.0634	5.0	2038.3226017951965
752	778.3333	391.6966	989.0	-292.0	206.0	133.50089	0.825725	133.53716	113.55841	3765000	-4.5132637e-08	76442.7	-0.0151637	-34.804688	0.20336692	0.14911446	0.2338	21.0	2040.8676898479462
753	793.62964	354.64484	993.0	-197.0	184.11111	132.48195	6.8203945	133.09212	22.376072	3770000	8.010864e-08	87927.3	0.022470016	-605.0547	0.26800007	0.17657204	0.2346	2.0	2043.4886639118195
754	628.7692	495.92822	999.0	-271.0	329.30768	137.69301	1.5258789e-05	137.69302	137.69302	3775000	-4.301071e-08	42479.96	0.020656256	-1237.3828	0.14854692	0.38642758	0.1282	1.0	2045.8702309131622
755	852.5135	298.17896	997.0	-189.0	133.48648	129.2039	3.1969905	129.52338	95.629425	3780000	3.242493e-08	118225.586	0.02632995	-1868.8359	0.20852894	0.26914173	0.1482	1.0	2048.412633895874
756	812.9643	340.55402	994.0	-422.0	169.32143	136.97923	6.8212786	138.28972	66.73964	3785000	-2.2220611e-07	97681.7	0.005224149	-4571.461	0.1951146	0.011127382	0.0622	2.0	2051.0092799663544
757	615.7692	477.66486	978.0	-212.0	352.76923	197.79617	1.5258789e-05	197.79619	197.79619	3790000	-6.046295e-08	56280.684	0.008247964	-2075.1797	0.20977725	0.054899767	0.2016	2.0	2053.384929895401
758	820.37933	303.7405	999.0	-9.0	158.89655	188.33275	1.5258789e-05	188.33273	188.33273	3795000	-5.1498414e-08	84358.31	0.0014236608	-21.867188	0.19580738	0.01839152	0.039	3.0	2055.879024744034
759	778.9259	422.34943	999.0	-398.0	183.74074	186.7021	0.014614316	186.73407	186.67258	3800000	-1.2874604e-08	77078.27	0.013632101	-1217.5234	0.33663064	0.07281955	0.2606	7.0	2058.3561408519745
760	725.5714	484.15198	998.0	-763.0	230.04762	178.48413	0.37823367	178.53186	173.65887	3805000	-1.1062622e-07	73695.7	0.008495807	-5825.586	0.2590502	0.053157356	0.1228	1.0	2062.1993329524994
761	862.9167	266.95166	999.0	-11.0	132.80556	123.77853	7.1281266	125.06583	49.623917	3810000	-9.636879e-08	111576.125	-0.004534399	-5359.0312	0.13086592	0.009408098	0.018	79.0	2065.1952209472656
762	796.37036	361.50076	989.0	-470.0	158.96297	151.07086	11.974753	153.40121	88.88789	3815000	2.450943e-08	93438.79	0.014816566	-1137.9609	0.24124692	0.08630763	0.1486	5.0	2067.7669308185577
763	787.0	314.62836	984.0	-28.0	205.33333	167.68741	7.872265	168.71536	106.15291	3820000	1.0509491e-07	79219.84	0.004652755	-167.50781	0.09589975	0.09577649	0.0604	1.0	2070.3269548416138
764	698.2778	444.741	999.0	-227.0	266.16666	170.58417	5.665482	171.29329	123.03087	3825000	-3.4046174e-08	58122.055	0.03787972	-1218.6758	0.32423505	0.4496922	0.44	1.0	2072.8246269226074
765	880.3714	223.80388	997.0	-10.0	116.25714	164.02737	11.593209	165.5943	75.67851	3830000	-4.491806e-07	111324.39	0.00057472935	-1726.9609	0.19307499	0.62164557	0.1132	1.0	2075.3504559993744
766	818.3214	342.84845	999.0	-417.0	163.0	171.25708	4.5627437	171.57985	53.552753	3835000	3.0994414e-08	92885.24	0.01570533	-321.96875	0.16376089	0.040531863	0.1142	1.0	2077.853606700897
767	652.8125	511.9126	999.0	-740.0	299.0	173.9266	1.5258789e-05	173.92659	173.92659	3840000	2.576828e-07	58823.97	0.0029205084	-925.52344	0.111022085	0.027242752	0.0688	5.0	2080.398056745529
768	882.0222	233.00478	998.0	-3.0	109.933334	167.85925	0.0	167.85925	167.85925	3845000	1.4019013e-08	129783.34	-0.003134508	-2164.6562	0.14430769	0.01277064	0.0506	8.0	2082.8905210494995
769	703.9375	440.9601	998.0	-181.0	281.625	176.515	0.00064179784	176.51503	176.4807	3850000	3.786087e-08	53118.83	-0.0010769762	-1024.6758	0.18419963	0.019773623	0.0594	10.0	2085.3225638866425
770	744.7895	381.8252	999.0	-323.0	233.89473	171.04955	1.5258789e-05	171.04953	171.04953	3855000	-7.753372e-08	65384.934	-0.00071990775	-109.70703	0.2668126	0.00997882	0.0682	8.0	2089.211348772049
771	813.375	315.28476	998.0	-3.0	183.33333	168.6696	0.0	168.6696	168.6696	3860000	-1.3837814e-07	74295.445	-0.0005286856	-13.3828125	0.06983905	0.0022251778	0.0112	6.0	2091.6522238254547
772	758.6111	349.5337	997.0	-19.0	235.38889	167.66313	3.9624994	167.8705	51.874012	3865000	-1.0843277e-07	63399.348	0.007463228	-240.61328	0.12073429	0.016776767	0.0148	5.0	2094.09987282753
773	840.931	338.42117	995.0	-387.0	142.72414	165.99925	0.062393636	166.00012	161.58778	3870000	-8.363724e-08	88459.81	-0.0011831184	-20.679688	0.18756592	0.020004252	0.1006	13.0	2096.576930999756
774	798.5909	341.783	999.0	-98.0	194.68182	164.98413	3.0517578e-05	164.9841	164.9841	3875000	-1.039505e-08	64367.508	0.0015099483	-717.35156	0.23627387	0.016693756	0.0444	5.0	2099.039922952652
775	769.3333	355.73148	986.0	-64.0	225.94444	152.4284	6.97371	152.9564	44.838066	3880000	4.4393538e-08	68119.13	-0.00431552	-1333.6875	0.16931729	0.007689182	0.027	79.0	2101.8726670742035
776	803.6087	330.7819	998.0	-1.0	189.52174	149.3211	16.835636	151.86551	33.22081	3885000	-2.384186e-10	70860.984	-0.0049259937	-1296.7656	0.092232205	0.017371923	0.0668	20.0	2104.536200761795
777	795.32	335.1082	999.0	-141.0	185.24	150.75555	0.025650436	150.75706	150.3164	3890000	1.11579894e-07	75670.39	-0.0053024427	-19.734375	0.15097477	0.008795593	0.0534	79.0	2107.597419977188
778	747.65	377.7898	995.0	-11.0	249.85	151.60466	0.11392067	151.63719	151.20454	3895000	-8.573532e-08	65963.84	-0.0044921576	-239.05469	0.07884454	0.008499325	0.0146	79.0	2110.552442073822
779	570.5	555.12256	999.0	-806.0	354.35715	149.96155	1.71358	150.20511	137.89577	3900000	1.3999939e-07	55229.293	0.001087503	-1964.2812	0.17875087	0.026074177	0.1052	9.0	2113.0342059135437
780	800.08	354.09976	999.0	-32.0	196.6	132.20132	0.03507017	132.20387	131.71652	3905000	-1.6040802e-07	79739.53	-0.014716959	-13.5390625	0.04541622	0.050615285	0.2028	55.0	2117.2788989543915
781	805.95654	339.7542	992.0	-22.0	186.65218	132.78654	0.24515723	132.80237	116.535904	3910000	-8.2111356e-08	70607.12	-0.0071684606	-840.28125	0.10830239	0.0055929115	0.0186	79.0	2120.193072795868
782	809.0714	377.00626	987.0	-471.0	156.57143	121.92258	23.697742	132.13791	19.459114	3915000	-8.773804e-09	98800.47	0.011526566	-1985.7578	0.32876432	0.058690477	0.2202	3.0	2122.691188812256
783	796.6818	333.30252	996.0	-76.0	198.5	137.19125	0.33601198	137.22202	132.4892	3920000	4.386902e-08	65578.92	-0.00074938824	-44.39453	0.20719102	0.0013524111	0.0206	2.0	2125.140699863434
784	820.3333	367.00003	996.0	-588.0	146.33333	138.68367	0.70516354	138.80035	134.35068	3925000	5.38826e-09	108027.73	0.00832681	-860.6875	0.3004661	0.03389276	0.1704	1.0	2127.6677248477936
785	799.0455	357.68286	999.0	-254.0	185.13637	144.32274	10.204502	145.41528	31.964043	3930000	-1.6924143e-07	78452.66	0.0028274714	-701.83594	0.20329581	0.018654086	0.0796	1.0	2130.185073852539
786	815.86365	330.33487	992.0	-3.0	182.68182	145.27707	1.5257263e-05	145.27707	145.27705	3935000	1.6822815e-07	62646.145	-0.007960204	-111.34766	0.11637253	0.019221453	0.0302	44.0	2132.937787771225
787	858.4	298.621	999.0	-39.0	136.83333	142.76399	0.026530359	142.7708	142.65929	3940000	-1.4591217e-08	81549.05	-0.008432128	-22.273438	0.12128846	0.06417783	0.199	14.0	2135.450026988983
788	713.5789	450.67007	995.0	-448.0	226.89473	143.72589	0.0	143.72589	143.72589	3945000	-1.6689301e-09	70096.25	-0.00065338204	-106.859375	0.14473972	0.029197283	0.0924	2.0	2137.955248117447
789	823.5484	340.98892	996.0	-413.0	155.48387	141.13237	3.4813285	141.31679	52.35267	3950000	1.5306473e-07	103461.12	0.002649873	-1056.1875	0.20607649	0.005265934	0.0498	2.0	2140.49822306633
790	808.4074	290.15222	987.0	-9.0	171.66667	147.53564	2.7541773	148.26541	137.12183	3955000	1.206398e-07	89843.445	0.0005865321	-4082.1875	0.1746791	0.020612365	0.0378	3.0	2144.44602894783
791	723.5	417.40817	997.0	-438.0	250.72223	168.09273	23.332447	178.38065	115.09102	3960000	1.373291e-08	52898.234	-0.0017174551	-4451.746	0.15060718	0.021211838	0.0934	3.0	2146.976121902466
792	741.1667	418.63577	999.0	-427.0	224.27777	138.3055	20.788485	145.5416	78.49901	3965000	-4.6634675e-08	54478.797	-0.002206197	-2721.0352	0.10810353	0.01738687	0.041	18.0	2149.516880750656
793	744.25	433.8793	998.0	-425.0	207.25	84.08443	8.445019	90.21884	72.45844	3970000	-1.0004044e-07	71990.11	-0.0016772598	-7628.0117	0.20225796	0.024194088	0.1186	2.0	2151.9742798805237
794	709.0	389.649	991.0	-69.0	262.05554	162.16545	46.022438	183.24602	61.233223	3975000	-3.786087e-08	56636.29	-0.0069465237	-1971.0039	0.17818266	0.025383696	0.1132	45.0	2154.6904208660126
795	847.6053	335.45856	996.0	-426.0	128.52632	107.57989	28.903078	132.13622	73.49314	3980000	8.649826e-08	116342.63	-0.003042487	-23143.61	0.19978406	0.009620831	0.0464	11.0	2157.214984893799
796	845.2286	307.06238	999.0	-282.0	139.94286	195.3861	58.25988	219.39128	38.94234	3985000	5.79834e-08	98424.45	-0.0029613452	-4764.6875	0.13454826	0.009345856	0.073	9.0	2159.723340988159
797	741.55	369.99805	992.0	-82.0	231.1	218.2856	55.95872	242.09363	39.985756	3990000	-8.392334e-09	63932.734	0.005007102	-9539.34	0.2721452	0.037757795	0.0914	3.0	2162.164474964142
798	655.6875	465.09808	992.0	-377.0	307.125	154.42258	21.474531	158.48975	40.692387	3995000	-1.4324188e-07	58909.395	0.0064945905	-3222.9062	0.2899739	0.03757493	0.2388	5.0	2164.6281809806824
799	779.6667	400.5391	998.0	-385.0	202.41667	91.72631	22.202099	102.58512	46.279724	4000000	2.114296e-07	68323.086	-0.0036652214	-623.39844	0.22961755	0.022195753	0.0392	21.0	2167.196423768997
800	846.3871	289.8445	993.0	-72.0	130.6129	102.106445	20.39608	108.552505	37.539032	4005000	-6.866455e-09	104402.15	-0.003229915	-6502.5234	0.15945683	0.020628976	0.0468	10.0	2171.2472779750824
801	845.63336	293.3582	999.0	-21.0	149.0	152.0299	10.763264	153.32446	50.257305	4010000	4.3563844e-07	86862.64	-0.0054256665	-699.8906	0.14981897	0.01578002	0.0556	12.0	2173.7787120342255
802	825.9583	317.83572	996.0	-3.0	169.625	178.6526	11.02462	179.691	60.728947	4015000	2.4785996e-07	76348.336	-0.0049044555	-892.1953	0.055716954	0.0033867776	0.0252	79.0	2176.671555995941
803	845.40625	275.50885	993.0	-5.0	152.75	156.93483	16.63576	159.40521	42.780804	4020000	4.4250488e-08	107378.92	-0.0040815193	-2080.4766	0.08194164	0.0030618724	0.0178	79.0	2179.6019229888916
804	668.86664	411.57034	999.0	-11.0	327.13333	168.47963	6.530395	168.94191	57.5385	4025000	-3.4332274e-08	49026.93	-0.0039998074	-900.8633	0.07579527	0.01895057	0.0166	62.0	2182.410485982895
805	695.3158	509.34497	997.0	-866.0	252.26315	162.12791	6.735449	162.87648	101.40832	4030000	1.466751e-07	67642.24	-0.0042817052	-1106.9453	0.093983814	0.016515078	0.0412	20.0	2184.9147686958313
806	714.94116	401.9199	984.0	-26.0	281.29413	156.62372	0.0	156.62372	156.62372	4035000	2.6965142e-07	58044.863	-0.004413106	-370.40625	0.04744508	0.01500058	0.0296	29.0	2187.5351390838623
807	867.8182	218.43332	991.0	0.0	129.21213	151.10248	8.384013	152.07921	78.22161	4040000	1.1539459e-07	101623.86	-0.007338307	-1455.2422	0.06733078	0.0071345763	0.0252	79.0	2190.468631029129
808	742.2105	386.1784	998.0	-8.0	253.89473	159.41092	2.1276765	159.477	86.99315	4045000	6.64711e-08	60964.69	-0.004685056	-207.27734	0.035625685	0.021865238	0.0194	29.0	2193.0859808921814
809	752.7273	433.36444	993.0	-555.0	213.13637	156.64583	3.6154864	156.87447	87.274475	4050000	-2.4652481e-08	76875.2	-0.004669662	-688.91406	0.05943109	0.017233562	0.0596	19.0	2195.602673768997
810	596.7273	453.34595	990.0	-154.0	370.54544	127.10358	39.194416	153.87251	69.68596	4055000	2.374649e-07	30480.455	-0.006342435	-4301.537	0.22054037	0.005032641	0.0424	79.0	2199.9807019233704
811	643.5714	448.52484	981.0	-215.0	336.7143	109.71666	22.461054	116.402794	34.177956	4060000	-1.3933182e-07	46953.555	-0.0040665087	-768.9531	0.11728169	0.049737077	0.0718	9.0	2202.4876000881195
812	764.9091	369.69995	995.0	-92.0	226.63637	85.944855	8.881213	87.45774	33.807274	4065000	-2.9978753e-07	71140.195	-0.00048415374	-1002.35156	0.15710256	0.013464944	0.0908	28.0	2205.04313993454
813	860.2286	274.43115	999.0	-42.0	136.42857	96.77722	13.218578	99.753265	38.037857	4070000	-5.4359437e-09	110471.555	-0.006342493	-3887.6406	0.11610437	0.008967849	0.0352	79.0	2208.019996881485
814	836.40625	342.71152	990.0	-556.0	142.78125	117.06573	0.45542023	117.10568	108.56289	4075000	-4.682541e-08	112425.4	-0.0070825825	-5486.992	0.11442929	0.07920189	0.1046	17.0	2210.59552192688
815	864.3143	237.68657	999.0	-7.0	130.94286	159.33606	0.012669151	159.3372	159.1509	4080000	1.9836426e-08	103070.36	-0.012375098	-6514.867	0.07134398	0.049899828	0.1314	10.0	2213.142707824707
816	798.5217	342.55914	997.0	-33.0	191.69565	209.0111	19.16042	212.40747	100.81246	4085000	6.6184995e-08	72553.53	-0.0052603236	-1885.7578	0.16646388	0.023889909	0.039	9.0	2215.7274107933044
817	746.8333	413.80984	999.0	-65.0	246.55556	196.7903	21.172281	200.48906	75.16386	4090000	3.852844e-08	58549.516	0.0024159814	-6683.6133	0.1395385	0.026620325	0.0226	1.0	2218.3800649642944
818	742.5263	406.80273	987.0	-144.0	246.05263	166.09131	6.5962257	166.54222	66.05903	4095000	1.4400483e-08	62038.746	-0.0050907973	-2767.6172	0.15068486	0.0020658704	0.0118	79.0	2221.289249897003
819	865.7143	276.73447	997.0	-77.0	130.14285	130.76193	16.481169	134.72275	62.179916	4100000	1.7385483e-07	104655.695	0.0138552645	-3042.8594	0.11201846	0.054493237	0.1888	5.0	2223.8078739643097
820	844.48486	289.0936	997.0	-15.0	150.0	145.562	1.5258789e-05	145.56201	145.56201	4105000	-4.9877166e-08	88861.37	-0.0050833523	-322.35156	0.1533429	0.01504028	0.0474	28.0	2227.9766387939453
821	606.7273	464.66763	978.0	-29.0	390.0909	148.74971	4.266315	149.35606	118.73171	4110000	-3.7021638e-07	40558.504	-0.004224941	-1070.5391	0.044056404	0.02204592	0.0152	15.0	2230.502830028534
822	799.7778	333.85773	998.0	-282.0	184.96297	143.20479	0.69120723	143.21866	108.65112	4115000	8.735657e-08	89082.52	-0.0051032673	-291.46875	0.22440068	2.6146872	0.2442	2.0	2232.994064807892
823	743.5238	419.40668	996.0	-377.0	234.33333	146.15048	0.000120283206	146.15051	146.14537	4120000	-2.2358894e-07	66915.69	0.0029267878	-66.30469	0.11674646	0.16308326	0.1084	1.0	2235.463203907013
824	665.2308	421.74475	999.0	-101.0	319.69232	128.78287	17.016611	144.76797	110.47904	4125000	-9.593963e-08	40333.72	0.004778363	-5253.957	0.25093365	0.029558616	0.08	3.0	2237.897711992264
825	581.5	499.05618	999.0	-257.0	378.91666	120.07455	34.16055	137.12277	51.625072	4130000	-3.8146972e-10	33968.074	0.0048547224	-3715.4531	0.3510829	0.012962422	0.0698	1.0	2240.3207070827484
826	808.2759	352.3335	995.0	-212.0	168.65517	58.006855	10.252151	69.23662	48.646664	4135000	-2.117157e-08	103680.195	0.005665021	-14559.617	0.42006612	0.015595333	0.0642	3.0	2242.816563844681
827	760.5263	394.28864	999.0	-4.0	238.26315	131.03952	2.9726892	131.15852	56.66386	4140000	-1.967907e-07	53197.457	-0.0022812756	-336.72266	0.054785594	0.018850522	0.0186	16.0	2245.368211746216
828	635.6429	446.5139	981.0	-58.0	349.2143	109.15784	31.208149	126.87795	53.224472	4145000	-5.7315827e-08	41365.71	-0.001545069	-273.73828	0.14177276	0.0055280537	0.0348	4.0	2247.8000428676605
829	888.4146	227.22568	999.0	-131.0	106.70731	106.7401	30.75245	123.646996	50.633625	4150000	1.9741059e-08	131771.92	-0.0053062863	-3769.211	0.1970203	0.016606988	0.0806	17.0	2250.3755297660828
830	799.04346	366.32956	994.0	-353.0	182.65218	122.644325	28.257807	135.48048	60.32467	4155000	3.089905e-08	72213.79	-0.0027894806	-4902.633	0.20319884	0.014506158	0.072	18.0	2254.5821800231934
831	791.3333	327.60187	999.0	-127.0	198.90475	153.87141	64.67142	199.57483	62.2808	4160000	1.9168853e-08	63066.523	-0.0012738805	-704.51953	0.109430954	0.019786362	0.0464	7.0	2257.073529958725
832	654.4	466.84042	996.0	-233.0	311.66666	156.71922	56.63614	190.35132	60.757427	4165000	-7.343292e-09	47960.043	-0.0063226777	-5671.8594	0.19771807	0.0053466638	0.0472	79.0	2259.970170021057
833	636.13336	476.3448	984.0	-373.0	322.2	128.63551	35.53567	146.33089	57.232353	4170000	-1.373291e-08	50531.176	0.017786708	-735.0625	0.21081321	0.06018606	0.1282	2.0	2262.4765150547028
834	801.5714	340.31674	999.0	-7.0	195.7619	101.46242	30.051746	120.79721	54.676773	4175000	1.361847e-07	59024.895	-0.004938221	-764.625	0.12574488	0.0055975188	0.0234	79.0	2265.422383069992
835	772.4091	422.37366	998.0	-619.0	183.68182	109.24969	27.525383	123.2568	54.8938	4180000	-3.1375887e-08	81609.45	-0.003969158	-1199.0859	0.12702075	0.046219744	0.0488	3.0	2267.911024093628
836	643.38464	448.32312	988.0	-83.0	347.53845	135.15529	29.537455	146.30707	55.99256	4185000	1.0404587e-07	41906.977	-0.009502022	-7426.617	0.08432546	0.040093195	0.1624	17.0	2270.446481704712
837	831.96155	330.06943	990.0	-210.0	158.07692	107.355576	47.96336	150.80293	54.39534	4190000	4.9352646e-08	84325.76	-0.006531565	-7043.492	0.11376445	0.019341886	0.0552	37.0	2273.1352999210358
838	803.9259	317.20328	994.0	-196.0	181.92592	133.2108	73.99915	208.60541	56.891136	4195000	1.0561943e-07	79991.78	-0.0032784818	-6962.633	0.13239647	0.027212726	0.065	12.0	2275.673455953598
839	593.6667	509.88467	987.0	-246.0	363.41666	168.12202	84.68252	238.8784	59.970955	4200000	1.4944077e-07	46219.543	-0.00016545324	-11644.734	0.23233037	0.016666422	0.0872	25.0	2278.2598147392273
840	743.75	397.20898	999.0	-174.0	246.45	128.87344	62.8137	187.27051	54.853336	4205000	2.0065308e-07	61650.207	-0.0039155115	-497.98438	0.13481312	0.0073315306	0.021	79.0	2282.7550439834595
841	829.7	350.91708	999.0	-357.0	147.86667	120.00838	63.45461	181.79332	54.281593	4210000	5.0258638e-08	90031.24	-0.007465935	-9251.836	0.21458255	0.012634254	0.066	79.0	2285.6854119300842
842	772.0	369.55624	997.0	-17.0	225.22728	202.23953	3.142389	202.32848	90.66491	4215000	1.6326905e-07	67847.7	-0.0014872878	-1938.1641	0.037395258	-0.00079191924	0.0062	3.0	2288.121246814728
843	779.35	328.72836	975.0	-1.0	218.8	170.74197	44.512318	187.65114	46.055824	4220000	-8.058548e-08	75177.96	0.0031880687	-567.4375	0.09341284	0.015155911	0.0516	4.0	2290.6036579608917
844	826.56665	327.1402	997.0	-214.0	164.36667	152.33893	58.54018	187.52023	53.202103	4225000	-4.005432e-09	78910.25	-0.006574844	-824.5703	0.15136406	0.016081797	0.0638	56.0	2293.3590219020844
845	716.94116	398.95517	979.0	-1.0	280.35294	187.03699	16.103058	189.59352	47.573277	4230000	-7.796287e-08	64146.84	-0.008279336	-1746.8828	0.017616183	0.029210633	0.0074	27.0	2295.911657810211
846	763.0	380.7735	999.0	-3.0	235.4762	183.60678	1.4766101	183.77225	170.4242	4235000	-7.696152e-08	56652.258	-0.007569273	-2037.1289	0.03200088	0.017844914	0.0184	72.0	2298.8077228069305
847	780.2593	409.1688	999.0	-433.0	184.51852	170.16174	0.0	170.16174	170.16174	4240000	-1.2969971e-08	81143.38	0.018503642	-174.59375	0.2816513	0.13617451	0.2754	4.0	2301.293792963028
848	845.1515	278.53177	993.0	-5.0	149.87878	166.84697	1.5510813	167.0284	153.5313	4245000	2.653122e-07	97561.664	0.010094236	-416.92188	0.072632946	0.03241842	0.0422	2.0	2303.740154981613
849	737.6842	409.56393	999.0	-197.0	250.21053	150.11786	45.759315	171.13097	43.96637	4250000	-2.5520325e-07	58538.047	0.0010733614	-1421.7539	0.16579966	0.036699053	0.239	2.0	2306.159197807312
850	803.0769	368.7344	999.0	-216.0	187.61539	168.95532	1.5258789e-05	168.95534	168.95534	4255000	6.818772e-08	73647.66	0.008656066	-239.25781	0.16267093	0.07197272	0.0844	2.0	2310.20765209198
851	790.0455	335.4241	995.0	-131.0	202.27272	137.19269	54.872093	165.49802	27.376646	4260000	1.3637543e-08	72651.23	0.015028021	-314.60938	0.23323525	0.04917266	0.1764	2.0	2312.684468984604
852	857.2727	287.92166	998.0	-115.0	137.78787	138.35289	55.354034	168.38525	29.90226	4265000	1.5387535e-07	90496.55	0.009328179	-2449.2344	0.11229211	0.026347052	0.0298	2.0	2315.191596031189
853	795.3182	354.92142	987.0	-222.0	190.54546	171.64458	16.81613	174.24591	34.682537	4270000	-7.2002413e-09	74576.73	-3.3368444e-05	-4635.461	0.20392948	0.009237062	0.1536	3.0	2317.615308046341
854	631.0	441.1736	999.0	-95.0	360.23077	142.34724	54.411503	170.60263	32.63066	4275000	-8.8787075e-08	39712.75	-0.0041133882	-3295.9883	0.07329021	0.022590667	0.033	12.0	2320.019459962845
855	774.3182	368.89642	995.0	-4.0	223.86363	114.430374	9.595666	115.565956	30.81107	4280000	-1.2397766e-07	67666.93	-0.006600451	-460.64844	0.048250012	0.0026106436	0.0228	79.0	2322.912003993988
856	753.0	407.9462	980.0	-133.0	238.42105	99.50519	33.95669	116.45555	31.146046	4285000	3.0670165e-07	56852.39	-0.0031895787	-25.550781	0.09114731	0.017208256	0.0764	15.0	2325.395218849182
857	820.7778	314.75803	999.0	-146.0	171.81482	98.97936	33.696087	115.77692	30.368404	4290000	1.7471314e-07	88864.86	-0.008327471	-5000.8984	0.14467557	0.05798009	0.0908	78.0	2328.300570011139
858	814.62964	342.25766	995.0	-5.0	183.44444	146.37448	5.921237	147.01021	90.99344	4295000	1.1501312e-07	76852.53	-0.009575953	-12.1328125	0.026774103	0.068160385	0.0936	11.0	2330.833261013031
859	544.0	456.78113	975.0	-17.0	449.5	147.51683	0.0	147.51683	147.51683	4300000	1.1844635e-07	34547.74	-0.0036769854	-2655.8145	0.09916689	0.020248054	0.0124	59.0	2333.619771003723
860	715.7778	424.7917	992.0	-258.0	264.8889	131.00159	2.4792598e-06	131.00159	131.00142	4305000	-1.1367798e-07	61888.934	0.005523801	-131.03125	0.18025495	0.030972186	0.1584	6.0	2337.666400909424
861	728.0	397.66092	999.0	-44.0	258.8421	128.02306	1.5258789e-05	128.02304	128.02304	4310000	-3.3378602e-09	57165.223	0.007821474	-126.796875	0.16363145	0.03234981	0.1818	4.0	2340.1111278533936
862	846.5333	319.15314	999.0	-269.0	143.06667	114.07586	22.231607	125.37892	70.339966	4315000	9.393692e-08	85570.45	-0.0053639733	-1818.2344	0.19949229	0.015317804	0.077	59.0	2342.9377739429474
863	653.4667	430.63657	976.0	-113.0	326.66666	109.23637	41.14619	130.70604	30.337954	4320000	-1.5010833e-07	48374.75	-0.00533237	-5.3242188	0.14680105	0.014500446	0.038	63.0	2345.681053876877
864	689.625	468.33304	996.0	-270.0	281.5	115.56405	35.247543	130.57341	30.353466	4325000	-8.130073e-08	48617.992	-0.0019078312	-1573.0273	0.294825	0.014299658	0.0966	9.0	2348.1423428058624
865	545.36365	525.5502	991.0	-226.0	401.0909	83.36599	48.715694	125.34351	26.673397	4330000	-1.241684e-07	31382.525	0.0014606722	-1377.1074	0.33364144	0.011586145	0.0756	6.0	2350.690025806427
866	766.5909	386.48364	996.0	-169.0	224.22728	43.71228	32.247368	71.40538	6.0841284	4335000	1.8501282e-08	68287.664	-0.004546499	-3995.6328	0.15849382	0.028621942	0.0514	9.0	2353.301577806473
867	786.1667	381.50925	996.0	-227.0	202.625	90.58511	32.667694	108.421646	29.376844	4340000	-1.6880035e-08	70284.57	-0.005327882	-492.48438	0.17588404	0.017593341	0.0692	23.0	2356.0552849769592
868	578.9091	442.6785	991.0	-13.0	418.36365	107.42583	15.421192	111.730865	43.83048	4345000	6.866455e-08	37751.977	-0.0043117427	-1217.9414	0.06346001	0.0012257372	0.0112	79.0	2359.03093791008
869	838.1786	293.2723	993.0	-5.0	160.10715	105.952	9.216571	108.323	70.10322	4350000	5.867481e-08	99946.586	-0.0033921988	-1652.5938	0.06551281	0.017733313	0.0118	32.0	2361.7355058193207
870	842.0645	308.76736	995.0	-56.0	155.51613	115.390236	8.799551	116.886154	51.26786	4355000	-4.8542024e-08	89009.68	-0.016672324	-2479.8516	0.09837524	0.11065601	0.1978	61.0	2366.105120897293
871	718.7895	416.38666	987.0	-172.0	263.10526	148.00426	43.56174	169.06944	53.935207	4360000	4.1007997e-09	61017.793	0.0039508455	-771.5156	0.26478732	0.029294513	0.1166	2.0	2368.934332847595
872	754.0455	415.1689	998.0	-413.0	225.18182	138.14122	15.532387	143.46873	92.73717	4365000	-2.579689e-07	71576.62	0.00012177515	-140.24219	0.14422129	0.0074040056	0.0476	6.0	2371.3708629608154
873	671.13336	480.20535	993.0	-263.0	297.13333	101.01581	41.585514	133.65686	37.36603	4370000	1.2969971e-07	39848.72	0.0016629668	-1583.4375	0.30578417	0.03191125	0.0998	2.0	2373.822373867035
874	707.619	485.1689	996.0	-445.0	236.4762	94.8429	35.32168	116.08634	34.55288	4375000	-8.239746e-08	65899.305	0.0010601907	-251.85156	0.31532496	0.017442508	0.0768	4.0	2376.1878669261932
875	797.73914	343.70175	989.0	-230.0	190.65218	88.19882	38.08974	115.77978	34.65787	4380000	-1.1339188e-07	80647.08	-0.0035730896	-12455.18	0.2640666	0.01565844	0.0578	23.0	2378.8245198726654
876	802.8889	372.27432	996.0	-221.0	184.2963	187.91663	70.14794	238.19797	38.289795	4385000	2.8538704e-08	74414.66	-0.0018193568	-9432.258	0.17855667	0.023952352	0.0616	5.0	2381.3435339927673
